"filename", "language", "Python", "pip requirements", "JSON", "JavaScript", "CSS", "XML", "Django HTML", "Markdown", "Shell Script", "comment", "blank", "total"
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\docs\css\highlight.css", "CSS", 0, 0, 0, 0, 101, 0, 0, 0, 0, 6, 19, 126
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\docs\css\jquery.json-view.min.css", "CSS", 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 11
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\docs\js\api.js", "JavaScript", 0, 0, 0, 259, 0, 0, 0, 0, 0, 20, 37, 316
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\docs\js\highlight.pack.js", "JavaScript", 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\docs\js\jquery.json-view.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 6, 0, 7
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\fonts\fontawesome-webfont.svg", "XML", 0, 0, 0, 0, 0, 414, 0, 0, 0, 0, 1, 415
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\fonts\glyphicons-halflings-regular.svg", "XML", 0, 0, 0, 0, 0, 288, 0, 0, 0, 0, 1, 289
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\js\ajax-form.js", "JavaScript", 0, 0, 0, 95, 0, 0, 0, 0, 0, 16, 23, 134
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\js\bootstrap.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 5, 0, 6
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\js\coreapi-0.1.1.js", "JavaScript", 0, 0, 0, 1471, 0, 0, 0, 0, 0, 223, 349, 2043
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\js\csrf.js", "JavaScript", 0, 0, 0, 35, 0, 0, 0, 0, 0, 9, 10, 54
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\js\default.js", "JavaScript", 0, 0, 0, 32, 0, 0, 0, 0, 0, 6, 10, 48
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\js\jquery-3.7.1.min.js", "JavaScript", 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1, 3
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\js\load-ajax-form.js", "JavaScript", 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 1, 4
"e:\Django\Amizone-Backend\staticfiles_build\static\rest_framework\js\prettify-min.js", "JavaScript", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 29
"e:\Django\Amizone-Backend\student\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\Django\Amizone-Backend\student\admin.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 46
"e:\Django\Amizone-Backend\student\apps.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"e:\Django\Amizone-Backend\student\models.py", "Python", 63, 0, 0, 0, 0, 0, 0, 0, 0, 1, 11, 75
"e:\Django\Amizone-Backend\student\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"e:\Django\Amizone-Backend\student\urls.py", "Python", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9
"e:\Django\Amizone-Backend\student\views.py", "Python", 134, 0, 0, 0, 0, 0, 0, 0, 0, 1, 21, 156
"e:\Django\Amizone-Backend\timetable\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"e:\Django\Amizone-Backend\timetable\admin.py", "Python", 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 39
"e:\Django\Amizone-Backend\timetable\apps.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 7
"e:\Django\Amizone-Backend\timetable\models.py", "Python", 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 42
"e:\Django\Amizone-Backend\timetable\tests.py", "Python", 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 4
"e:\Django\Amizone-Backend\timetable\urls.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 8
"e:\Django\Amizone-Backend\timetable\views.py", "Python", 84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 98
"e:\Django\Amizone-Backend\vercel.json", "JSON", 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 0, 29
"Total", "-", 555, 17, 29, 25941, 6155, 880, 72, 34, 8, 4727, 7443, 45861
